name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,is_legendary,defensive_profile,weaknesses,role
zorua,dark,,40,65,40,80,40,65,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0, 'bug': 2, 'rock': 1, 'ghost': 0.5, 'dragon': 1, 'dark': 0.5, 'steel': 1, 'fairy': 2}","['fighting', 'bug', 'fairy']",balanced
zoroark,dark,,60,105,60,120,60,105,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0, 'bug': 2, 'rock': 1, 'ghost': 0.5, 'dragon': 1, 'dark': 0.5, 'steel': 1, 'fairy': 2}","['fighting', 'bug', 'fairy']",fast attacker
minccino,normal,,55,50,40,40,40,75,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}",['fighting'],balanced
cinccino,normal,,75,95,60,65,60,115,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}",['fighting'],fast attacker
gothita,psychic,,45,30,50,55,65,45,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 1, 'fairy': 1}","['bug', 'ghost', 'dark']",balanced
gothorita,psychic,,60,45,70,75,85,55,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 1, 'fairy': 1}","['bug', 'ghost', 'dark']",balanced
gothitelle,psychic,,70,55,95,95,110,65,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 1, 'fairy': 1}","['bug', 'ghost', 'dark']",defensive support
solosis,psychic,,45,30,40,105,50,20,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 1, 'fairy': 1}","['bug', 'ghost', 'dark']",special attacker
duosion,psychic,,65,40,50,125,60,30,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 1, 'fairy': 1}","['bug', 'ghost', 'dark']",special attacker
reuniclus,psychic,,110,65,75,125,85,30,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 1, 'fairy': 1}","['bug', 'ghost', 'dark']",special attacker
ducklett,water,flying,62,44,50,44,50,55,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 4, 'grass': 1.0, 'ice': 1.0, 'fighting': 0.5, 'poison': 1, 'ground': 0, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['electric', 'rock']",balanced
swanna,water,flying,75,87,63,87,63,98,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 4, 'grass': 1.0, 'ice': 1.0, 'fighting': 0.5, 'poison': 1, 'ground': 0, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['electric', 'rock']",balanced
vanillite,ice,,36,50,50,65,60,44,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 0.5, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","['fire', 'fighting', 'rock', 'steel']",balanced
vanillish,ice,,51,65,65,80,75,59,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 0.5, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","['fire', 'fighting', 'rock', 'steel']",balanced
vanilluxe,ice,,71,95,85,110,95,79,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 0.5, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","['fire', 'fighting', 'rock', 'steel']",special attacker
deerling,normal,grass,60,60,50,40,50,75,False,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 2, 'poison': 2, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'ice', 'fighting', 'poison', 'flying', 'bug']",balanced
sawsbuck,normal,grass,80,100,70,60,70,95,False,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 2, 'poison': 2, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'ice', 'fighting', 'poison', 'flying', 'bug']",physical attacker
emolga,electric,flying,55,75,60,75,60,103,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1.0, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 0, 'flying': 0.5, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['ice', 'rock']",balanced
karrablast,bug,,50,75,45,40,45,60,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'flying', 'rock']",balanced
escavalier,bug,steel,70,135,105,60,105,20,False,"{'normal': 0.5, 'fire': 4, 'water': 1, 'electric': 1, 'grass': 0.25, 'ice': 0.5, 'fighting': 1.0, 'poison': 0, 'ground': 1.0, 'flying': 1.0, 'psychic': 0.5, 'bug': 0.5, 'rock': 1.0, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}",['fire'],physical attacker
foongus,grass,poison,69,55,45,55,55,15,False,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 0.5, 'grass': 0.25, 'ice': 2, 'fighting': 0.5, 'poison': 1.0, 'ground': 1.0, 'flying': 2, 'psychic': 2, 'bug': 1.0, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 0.5}","['fire', 'ice', 'flying', 'psychic']",balanced
amoonguss,grass,poison,114,85,70,85,80,30,False,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 0.5, 'grass': 0.25, 'ice': 2, 'fighting': 0.5, 'poison': 1.0, 'ground': 1.0, 'flying': 2, 'psychic': 2, 'bug': 1.0, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 0.5}","['fire', 'ice', 'flying', 'psychic']",bulky defender
frillish-male,water,ghost,55,40,50,65,85,40,False,"{'normal': 0, 'fire': 0.5, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.5, 'fighting': 0, 'poison': 0.5, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 0.5, 'fairy': 1}","['electric', 'grass', 'ghost', 'dark']",balanced
jellicent-male,water,ghost,100,60,70,85,105,60,False,"{'normal': 0, 'fire': 0.5, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.5, 'fighting': 0, 'poison': 0.5, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 0.5, 'fairy': 1}","['electric', 'grass', 'ghost', 'dark']",bulky defender
alomomola,water,,165,75,80,40,45,65,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['electric', 'grass']",bulky defender
joltik,bug,electric,50,47,50,57,50,65,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 0.5, 'grass': 0.5, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 1.0, 'flying': 1.0, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['fire', 'rock']",balanced
galvantula,bug,electric,70,77,60,97,60,108,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 0.5, 'grass': 0.5, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 1.0, 'flying': 1.0, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['fire', 'rock']",fast attacker
ferroseed,grass,steel,44,50,91,24,86,10,False,"{'normal': 0.5, 'fire': 4, 'water': 0.5, 'electric': 0.5, 'grass': 0.25, 'ice': 1.0, 'fighting': 2, 'poison': 0, 'ground': 1.0, 'flying': 1.0, 'psychic': 0.5, 'bug': 1.0, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}","['fire', 'fighting']",defensive support
ferrothorn,grass,steel,74,94,131,54,116,20,False,"{'normal': 0.5, 'fire': 4, 'water': 0.5, 'electric': 0.5, 'grass': 0.25, 'ice': 1.0, 'fighting': 2, 'poison': 0, 'ground': 1.0, 'flying': 1.0, 'psychic': 0.5, 'bug': 1.0, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}","['fire', 'fighting']",defensive support
klink,steel,,40,55,70,45,60,30,False,"{'normal': 0.5, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 2, 'poison': 0, 'ground': 2, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}","['fire', 'fighting', 'ground']",balanced
klang,steel,,60,80,95,70,85,50,False,"{'normal': 0.5, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 2, 'poison': 0, 'ground': 2, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}","['fire', 'fighting', 'ground']",defensive support
klinklang,steel,,60,100,115,70,85,90,False,"{'normal': 0.5, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 2, 'poison': 0, 'ground': 2, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}","['fire', 'fighting', 'ground']",physical attacker
tynamo,electric,,35,55,40,45,40,60,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}",['ground'],balanced
eelektrik,electric,,65,85,70,75,70,40,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}",['ground'],balanced
eelektross,electric,,85,115,80,105,80,50,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}",['ground'],physical attacker
elgyem,psychic,,55,55,55,85,55,30,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 1, 'fairy': 1}","['bug', 'ghost', 'dark']",balanced
beheeyem,psychic,,75,75,75,125,95,40,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 1, 'fairy': 1}","['bug', 'ghost', 'dark']",special attacker
litwick,ghost,fire,50,30,55,65,55,20,False,"{'normal': 0, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 0, 'poison': 0.5, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 0.25, 'rock': 2, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 0.5, 'fairy': 0.5}","['water', 'ground', 'rock', 'ghost', 'dark']",balanced
lampent,ghost,fire,60,40,60,95,60,55,False,"{'normal': 0, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 0, 'poison': 0.5, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 0.25, 'rock': 2, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 0.5, 'fairy': 0.5}","['water', 'ground', 'rock', 'ghost', 'dark']",balanced
chandelure,ghost,fire,60,55,90,145,90,80,False,"{'normal': 0, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 0, 'poison': 0.5, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 0.25, 'rock': 2, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 0.5, 'fairy': 0.5}","['water', 'ground', 'rock', 'ghost', 'dark']",special attacker
axew,dragon,,46,87,60,30,40,57,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 1, 'fairy': 2}","['ice', 'dragon', 'fairy']",balanced
fraxure,dragon,,66,117,70,40,50,67,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 1, 'fairy': 2}","['ice', 'dragon', 'fairy']",physical attacker
haxorus,dragon,,76,147,90,60,70,97,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 1, 'fairy': 2}","['ice', 'dragon', 'fairy']",physical attacker
cubchoo,ice,,55,70,40,60,40,40,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 0.5, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","['fire', 'fighting', 'rock', 'steel']",balanced
beartic,ice,,95,130,80,70,80,50,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 0.5, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","['fire', 'fighting', 'rock', 'steel']",physical attacker
cryogonal,ice,,80,50,50,95,135,105,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 0.5, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","['fire', 'fighting', 'rock', 'steel']",fast attacker
shelmet,bug,,50,40,85,40,65,25,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'flying', 'rock']",balanced
accelgor,bug,,80,70,40,100,60,145,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'flying', 'rock']",fast attacker
stunfisk,ground,electric,109,66,84,81,99,32,False,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0.0, 'grass': 2, 'ice': 2, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['water', 'grass', 'ice', 'ground']",bulky defender
mienfoo,fighting,,45,85,50,55,50,65,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 2, 'psychic': 2, 'bug': 0.5, 'rock': 0.5, 'ghost': 1, 'dragon': 1, 'dark': 0.5, 'steel': 1, 'fairy': 2}","['flying', 'psychic', 'fairy']",balanced
mienshao,fighting,,65,125,60,95,60,105,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 2, 'psychic': 2, 'bug': 0.5, 'rock': 0.5, 'ghost': 1, 'dragon': 1, 'dark': 0.5, 'steel': 1, 'fairy': 2}","['flying', 'psychic', 'fairy']",fast attacker
druddigon,dragon,,77,120,90,60,90,48,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 1, 'fairy': 2}","['ice', 'dragon', 'fairy']",physical attacker
golett,ground,ghost,59,74,50,35,50,35,False,"{'normal': 0, 'fire': 1, 'water': 2, 'electric': 0, 'grass': 2, 'ice': 2, 'fighting': 0, 'poison': 0.25, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 0.5, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 1, 'fairy': 1}","['water', 'grass', 'ice', 'ghost', 'dark']",balanced
golurk,ground,ghost,89,124,80,55,80,55,False,"{'normal': 0, 'fire': 1, 'water': 2, 'electric': 0, 'grass': 2, 'ice': 2, 'fighting': 0, 'poison': 0.25, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 0.5, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 1, 'fairy': 1}","['water', 'grass', 'ice', 'ghost', 'dark']",physical attacker
pawniard,dark,steel,45,85,70,40,40,60,False,"{'normal': 0.5, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 4, 'poison': 0, 'ground': 2, 'flying': 0.5, 'psychic': 0.0, 'bug': 1.0, 'rock': 0.5, 'ghost': 0.5, 'dragon': 0.5, 'dark': 0.5, 'steel': 0.5, 'fairy': 1.0}","['fire', 'fighting', 'ground']",balanced
bisharp,dark,steel,65,125,100,60,70,70,False,"{'normal': 0.5, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 4, 'poison': 0, 'ground': 2, 'flying': 0.5, 'psychic': 0.0, 'bug': 1.0, 'rock': 0.5, 'ghost': 0.5, 'dragon': 0.5, 'dark': 0.5, 'steel': 0.5, 'fairy': 1.0}","['fire', 'fighting', 'ground']",physical attacker
bouffalant,normal,,95,110,95,40,95,55,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}",['fighting'],physical attacker
rufflet,normal,flying,70,83,50,37,50,60,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 2, 'fighting': 1.0, 'poison': 1, 'ground': 0, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['electric', 'ice', 'rock']",balanced
braviary,normal,flying,100,123,75,57,75,80,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 2, 'fighting': 1.0, 'poison': 1, 'ground': 0, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['electric', 'ice', 'rock']",physical attacker
vullaby,dark,flying,70,55,75,45,65,60,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 2, 'fighting': 1.0, 'poison': 1, 'ground': 0, 'flying': 1, 'psychic': 0, 'bug': 1.0, 'rock': 2, 'ghost': 0.5, 'dragon': 1, 'dark': 0.5, 'steel': 1, 'fairy': 2}","['electric', 'ice', 'rock', 'fairy']",balanced
mandibuzz,dark,flying,110,65,105,55,95,80,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 2, 'fighting': 1.0, 'poison': 1, 'ground': 0, 'flying': 1, 'psychic': 0, 'bug': 1.0, 'rock': 2, 'ghost': 0.5, 'dragon': 1, 'dark': 0.5, 'steel': 1, 'fairy': 2}","['electric', 'ice', 'rock', 'fairy']",bulky defender
heatmor,fire,,85,97,66,105,66,65,False,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}","['water', 'ground', 'rock']",special attacker
durant,bug,steel,58,109,112,48,48,109,False,"{'normal': 0.5, 'fire': 4, 'water': 1, 'electric': 1, 'grass': 0.25, 'ice': 0.5, 'fighting': 1.0, 'poison': 0, 'ground': 1.0, 'flying': 1.0, 'psychic': 0.5, 'bug': 0.5, 'rock': 1.0, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}",['fire'],fast attacker
deino,dark,dragon,52,65,50,45,50,38,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0, 'bug': 2, 'rock': 1, 'ghost': 0.5, 'dragon': 2, 'dark': 0.5, 'steel': 1, 'fairy': 4}","['ice', 'fighting', 'bug', 'dragon', 'fairy']",balanced
zweilous,dark,dragon,72,85,70,65,70,58,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0, 'bug': 2, 'rock': 1, 'ghost': 0.5, 'dragon': 2, 'dark': 0.5, 'steel': 1, 'fairy': 4}","['ice', 'fighting', 'bug', 'dragon', 'fairy']",balanced
hydreigon,dark,dragon,92,105,90,125,90,98,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0, 'bug': 2, 'rock': 1, 'ghost': 0.5, 'dragon': 2, 'dark': 0.5, 'steel': 1, 'fairy': 4}","['ice', 'fighting', 'bug', 'dragon', 'fairy']",physical attacker
larvesta,bug,fire,55,85,55,50,55,60,False,"{'normal': 1, 'fire': 1.0, 'water': 2, 'electric': 1, 'grass': 0.25, 'ice': 0.5, 'fighting': 0.5, 'poison': 1, 'ground': 1.0, 'flying': 2, 'psychic': 1, 'bug': 0.5, 'rock': 4, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}","['water', 'flying', 'rock']",balanced
